index,fare
4872,20.9
4873,9.8
4874,13.2
4875,10.6
4876,27.0
4877,23.5
4878,8.3
4879,15.8
4880,7.4
4881,7.9
4882,26.8
4883,16.2
4884,26.6
4885,20.5
4886,10.7
4887,16.4
4888,8.7
4889,9.8
4890,18.1
4891,9.2
4892,9.4
4893,22.8
4894,11.5
4895,4.1
4896,10.4
4897,27.0
4898,18.6
4899,26.3
4900,34.1
4901,45.4
4902,12.8
4903,25.8
4904,10.8
4905,16.3
4906,21.8
4907,24.5
4908,9.9
4909,31.0
4910,22.4
4911,15.0
4912,10.3
4913,9.7
4914,6.6
4915,27.6
4916,11.0
4917,7.4
4918,21.8
4919,27.5
4920,26.2
4921,11.5
4922,23.3
4923,15.6
4924,26.8
4925,16.2
4926,7.7
4927,30.8
4928,28.1
4929,22.4
4930,13.1
4931,8.7
4932,6.7
4933,7.5
4934,7.4
4935,8.4
4936,8.4
4937,7.5
4938,12.8
4939,35.9
4940,13.8
4941,7.6
4942,18.5
4943,20.5
4944,27.4
4945,9.4
4946,4.1
4947,9.3
4948,10.8
4949,34.3
4950,10.7
4951,66.9
4952,45.7
4953,17.4
4954,9.6
4955,17.4
4956,21.8
4957,8.9
4958,4.5
4959,15.1
4960,17.7
4961,23.7
4962,10.6
4963,11.4
4964,4.6
4965,13.5
4966,16.8
4967,10.7
4968,26.7
4969,22.7
4970,9.9
4971,30.8
4972,13.3
4973,9.1
4974,11.1
4975,7.1
4976,9.4
4977,6.0
4978,7.1
4979,26.7
4980,15.7
4981,9.5
4982,21.3
4983,16.5
4984,7.3
4985,8.0
4986,8.3
4987,22.0
4988,32.3
4989,31.1
4990,10.7
4991,16.8
4992,10.7
4993,7.6
4994,3.8
4995,16.5
4996,7.0
4997,26.7
4998,50.0
4999,11.6
5000,8.7
5001,10.3
5002,33.2
5003,24.0
5004,6.6
5005,16.8
5006,8.1
5007,26.7
5008,15.8
5009,18.7
5010,12.4
5011,7.7
5012,4.9
5013,15.6
5014,22.3
5015,7.3
5016,4.7
5017,7.6
5018,15.6
5019,6.7
5020,28.1
5021,16.5
5022,29.3
5023,7.0
5024,6.1
5025,14.6
5026,21.1
5027,9.2
5028,10.7
5029,11.3
5030,22.2
5031,20.3
5032,26.5
5033,8.1
5034,26.7
5035,25.3
5036,21.9
5037,17.3
5038,8.2
5039,8.3
5040,8.8
5041,19.4
5042,32.0
5043,16.2
5044,10.2
5045,11.4
5046,7.7
5047,26.8
5048,15.2
5049,7.8
5050,15.6
5051,31.5
5052,26.7
5053,9.7
5054,23.1
5055,18.1
5056,18.9
5057,6.6
5058,10.7
5059,32.5
5060,22.4
5061,18.4
5062,9.3
5063,10.9
5064,28.6
5065,19.3
5066,39.7
5067,7.8
5068,11.4
5069,35.8
5070,10.7
5071,26.5
5072,11.3
5073,7.3
5074,27.1
5075,13.7
5076,9.2
5077,29.5
5078,18.0
5079,13.3
5080,25.8
5081,8.6
5082,41.4
5083,10.5
5084,15.8
5085,22.2
5086,11.4
5087,18.9
5088,11.4
5089,10.0
5090,33.6
5091,12.0
5092,39.7
5093,8.8
5094,13.3
5095,15.6
5096,7.4
5097,22.0
5098,10.3
5099,30.3
5100,10.3
5101,9.8
5102,16.3
5103,27.4
5104,10.1
5105,18.3
5106,3.7
5107,15.3
5108,16.5
5109,26.6
5110,10.7
5111,7.0
5112,11.0
5113,10.4
5114,26.7
5115,30.2
5116,17.1
5117,20.6
5118,6.4
5119,17.6
5120,8.5
5121,9.7
5122,11.0
5123,33.7
5124,8.7
5125,22.9
5126,9.2
5127,28.8
5128,20.7
5129,7.1
5130,26.8
5131,7.4
5132,14.0
5133,35.0
5134,20.6
5135,8.4
5136,25.5
5137,8.5
5138,25.8
5139,20.1
5140,10.4
5141,7.2
5142,14.1
5143,4.3
5144,7.0
5145,10.0
5146,21.4
5147,11.7
5148,11.6
5149,9.6
5150,8.4
5151,35.4
5152,6.9
5153,9.4
5154,26.9
5155,11.6
5156,10.7
5157,28.2
5158,4.1
5159,7.9
5160,12.5
5161,19.2
5162,10.9
5163,16.5
5164,5.6
5165,14.9
5166,5.3
5167,35.7
5168,8.5
5169,14.6
5170,8.3
5171,7.6
5172,14.1
5173,16.5
5174,10.7
5175,10.9
5176,39.7
5177,8.6
5178,12.9
5179,22.7
5180,7.2
5181,27.0
5182,7.7
5183,7.2
5184,13.3
5185,10.7
5186,20.5
5187,6.1
5188,7.7
5189,9.1
5190,20.1
5191,15.7
5192,6.7
5193,10.8
5194,9.3
5195,4.6
5196,16.5
5197,14.3
5198,9.2
5199,36.6
5200,9.3
5201,29.0
5202,10.7
5203,13.9
5204,6.1
5205,57.6
5206,7.3
5207,17.2
5208,67.9
5209,9.0
5210,26.8
5211,4.5
5212,42.2
5213,20.4
5214,41.3
5215,13.6
5216,11.9
5217,9.8
5218,7.5
5219,15.7
5220,7.5
5221,9.3
5222,22.7
5223,17.8
5224,12.9
5225,39.7
5226,7.5
5227,9.7
5228,10.0
5229,55.7
5230,29.3
5231,8.9
5232,16.1
5233,15.9
5234,29.7
5235,20.5
5236,9.5
5237,15.7
5238,9.1
5239,9.1
5240,9.2
5241,21.2
5242,11.2
5243,16.5
5244,26.9
5245,8.9
5246,7.3
5247,15.8
5248,8.0
5249,15.6
5250,26.9
5251,8.0
5252,7.5
5253,26.6
5254,7.1
5255,7.1
5256,11.6
5257,11.2
5258,12.0
5259,11.6
5260,25.3
5261,11.0
5262,20.8
5263,27.0
5264,4.5
5265,7.5
5266,18.6
5267,17.6
5268,23.5
5269,6.5
5270,15.8
5271,8.0
5272,28.0
5273,20.4
5274,4.3
5275,10.2
5276,17.5
5277,10.2
5278,25.2
5279,13.7
5280,15.6
5281,22.1
5282,41.0
5283,22.0
5284,10.4
5285,32.2
5286,23.5
5287,16.2
5288,16.6
5289,7.6
5290,6.5
5291,6.8
5292,7.1
5293,16.9
5294,10.4
5295,26.6
5296,14.1
5297,7.3
5298,4.4
5299,26.2
5300,7.1
5301,7.8
5302,14.1
5303,10.5
5304,11.5
5305,11.5
5306,13.2
5307,35.8
5308,26.0
5309,11.3
5310,6.7
5311,26.8
5312,7.7
5313,7.6
5314,14.9
5315,17.2
5316,11.4
5317,7.6
5318,26.9
5319,15.7
5320,9.5
5321,4.1
5322,8.8
5323,14.5
5324,27.7
5325,39.8
5326,13.2
5327,16.5
5328,7.5
5329,4.4
5330,10.7
5331,16.5
5332,7.2
5333,21.7
5334,18.1
5335,30.2
5336,7.0
5337,4.4
5338,20.3
5339,8.9
5340,8.0
5341,26.6
5342,13.7
5343,8.7
5344,6.9
5345,8.1
5346,4.5
5347,12.9
5348,7.1
5349,8.7
5350,7.6
5351,11.5
5352,26.8
5353,8.4
5354,8.1
5355,7.5
5356,16.2
5357,16.4
5358,7.4
5359,13.8
5360,8.2
5361,8.8
5362,17.1
5363,37.0
5364,13.3
5365,14.9
5366,9.4
5367,29.4
5368,21.9
5369,7.9
5370,25.6
5371,8.6
5372,13.4
5373,17.8
5374,22.1
5375,9.5
5376,10.7
5377,10.7
5378,7.5
5379,14.7
5380,10.8
5381,9.6
5382,28.4
5383,9.6
5384,30.5
5385,10.0
5386,21.5
5387,10.0
5388,16.0
5389,11.0
5390,20.7
5391,16.5
5392,4.4
5393,7.1
5394,16.6
5395,30.5
5396,10.0
5397,8.9
5398,10.0
5399,10.5
5400,21.5
5401,7.6
5402,18.2
5403,33.1
5404,42.0
5405,10.9
5406,26.9
5407,7.1
5408,8.8
5409,22.5
5410,28.2
5411,14.1
5412,9.0
5413,14.8
5414,17.9
5415,19.4
5416,8.6
5417,14.4
5418,8.2
5419,8.0
5420,8.0
5421,7.7
5422,7.1
5423,15.7
5424,8.5
5425,18.9
5426,14.9
5427,14.9
5428,16.5
5429,5.9
5430,9.5
5431,14.4
5432,29.3
5433,8.5
5434,6.5
5435,13.6
5436,11.1
5437,16.7
5438,7.2
5439,15.1
5440,10.4
5441,40.8
5442,22.7
5443,9.7
5444,10.7
5445,22.4
5446,9.9
5447,10.7
5448,30.8
5449,16.8
5450,15.7
5451,9.0
5452,4.9
5453,12.8
5454,28.4
5455,12.7
5456,27.5
5457,9.5
5458,7.9
5459,17.1
5460,26.9
5461,23.4
5462,9.5
5463,31.1
5464,9.5
5465,17.9
5466,29.8
5467,22.5
5468,15.2
5469,9.7
5470,9.0
5471,17.9
5472,4.4
5473,26.9
5474,7.0
5475,16.6
5476,9.9
5477,8.1
5478,17.1
5479,4.4
5480,9.5
5481,10.9
5482,8.0
5483,15.7
5484,13.5
5485,26.6
5486,5.8
5487,16.5
5488,10.0
5489,8.5
5490,9.9
5491,10.5
5492,9.1
5493,18.6
5494,9.1
5495,8.5
5496,13.2
5497,30.7
5498,27.8
5499,9.6
5500,18.4
5501,10.9
5502,10.9
5503,9.9
5504,20.1
5505,24.6
5506,33.8
5507,18.0
5508,10.9
5509,25.9
5510,10.5
5511,13.7
5512,30.9
5513,32.4
5514,22.3
5515,9.6
5516,17.5
5517,22.3
5518,15.7
5519,4.6
5520,7.4
5521,18.1
5522,11.8
5523,9.2
5524,19.2
5525,7.6
5526,11.4
5527,26.9
5528,7.5
5529,15.6
5530,17.6
5531,7.9
5532,9.6
5533,7.5
5534,9.7
5535,41.1
5536,15.2
5537,9.5
5538,15.2
5539,10.4
5540,22.3
5541,13.7
5542,16.2
5543,10.8
5544,4.1
5545,10.7
5546,10.5
5547,32.1
5548,10.5
5549,22.2
5550,10.5
5551,8.8
5552,26.4
5553,35.2
5554,10.8
5555,17.4
5556,21.0
5557,6.0
5558,18.9
5559,15.6
5560,8.2
5561,11.5
5562,19.0
5563,9.0
5564,8.8
5565,7.6
5566,12.9
5567,10.4
5568,6.4
5569,8.2
5570,6.9
5571,4.0
5572,34.0
5573,10.6
5574,26.4
5575,7.0
5576,11.1
5577,30.9
5578,10.7
5579,7.0
5580,3.8
5581,26.7
5582,29.3
5583,10.8
5584,22.4
5585,19.7
5586,6.0
5587,14.0
5588,21.9
5589,9.6
5590,31.6
5591,28.6
5592,8.7
5593,10.0
5594,9.9
5595,26.6
5596,19.4
5597,30.9
5598,27.0
5599,16.3
5600,7.6
5601,10.7
5602,11.5
5603,13.1
5604,13.2
5605,11.0
5606,29.6
5607,21.6
5608,14.5
5609,9.5
5610,16.6
5611,6.0
5612,32.6
5613,12.8
5614,26.8
5615,28.1
5616,36.0
5617,8.9
5618,9.7
5619,15.8
5620,8.0
5621,10.8
5622,41.4
5623,14.1
5624,21.0
5625,10.1
5626,10.4
5627,18.3
5628,6.4
5629,19.5
5630,17.0
5631,33.2
5632,25.1
5633,7.7
5634,7.7
5635,12.5
5636,15.7
5637,26.7
5638,36.2
5639,5.3
5640,11.1
5641,6.7
5642,25.1
5643,27.6
5644,18.3
5645,30.9
5646,26.6
5647,6.6
5648,11.9
5649,7.8
5650,9.4
5651,32.7
5652,10.9
5653,18.5
5654,33.9
5655,23.1
5656,34.6
5657,9.2
5658,12.2
5659,18.2
5660,15.5
5661,18.5
5662,16.9
5663,11.8
5664,8.8
5665,26.9
5666,9.2
5667,7.4
5668,16.5
5669,26.7
5670,9.2
5671,10.7
5672,6.9
5673,9.0
5674,4.0
5675,11.2
5676,15.7
5677,10.6
5678,43.9
5679,13.8
5680,13.8
5681,9.7
5682,26.8
5683,12.8
5684,20.7
5685,6.4
5686,10.5
5687,17.3
5688,11.7
5689,25.3
5690,16.5
5691,9.0
5692,31.5
5693,8.6
5694,10.7
5695,15.5
5696,30.0
5697,18.6
5698,17.4
5699,10.9
5700,10.7
5701,34.2
5702,9.5
5703,11.8
5704,24.7
5705,18.2
5706,35.7
5707,10.8
5708,34.7
5709,9.6
5710,23.3
5711,10.6
5712,16.8
5713,10.4
5714,33.3
5715,19.1
5716,9.7
5717,7.9
5718,24.9
5719,35.5
5720,16.1
5721,23.6
5722,31.5
5723,9.9
5724,18.4
5725,13.5
5726,16.6
5727,12.8
5728,13.2
5729,27.0
5730,35.3
5731,27.5
5732,21.2
5733,28.6
5734,9.8
5735,8.9
5736,20.0
5737,8.7
5738,9.8
5739,12.1
5740,24.9
5741,52.8
5742,34.0
5743,17.9
5744,18.0
5745,22.7
5746,17.6
5747,26.7
5748,6.0
5749,10.6
5750,14.9
5751,9.5
5752,30.8
5753,9.8
5754,18.1
5755,32.1
5756,8.1
5757,8.1
5758,26.7
5759,10.8
5760,15.7
5761,27.0
5762,7.2
5763,4.5
5764,9.4
5765,9.4
5766,9.8
5767,20.5
5768,6.1
5769,14.9
5770,13.7
5771,26.3
5772,55.3
5773,15.6
5774,7.1
5775,7.7
5776,8.9
5777,10.5
5778,17.1
5779,5.9
5780,7.1
5781,15.7
5782,7.1
5783,9.4
5784,14.3
5785,21.7
5786,10.6
5787,17.6
5788,32.1
5789,15.4
5790,20.5
5791,13.2
5792,4.5
5793,16.6
5794,7.2
5795,26.7
5796,6.3
5797,11.2
5798,8.6
5799,10.6
5800,26.2
5801,23.5
5802,8.6
5803,13.8
5804,12.0
5805,43.9
5806,32.6
5807,13.7
5808,25.0
5809,6.0
5810,9.3
5811,36.9
5812,46.1
5813,22.3
5814,9.3
5815,8.7
5816,21.7
5817,28.2
5818,10.9
5819,7.5
5820,12.9
5821,8.5
5822,7.7
5823,26.9
5824,15.6
5825,10.9
5826,15.7
5827,6.6
5828,8.1
5829,26.7
5830,26.6
5831,7.4
5832,15.8
5833,18.5
5834,4.8
5835,26.9
5836,15.1
5837,14.0
5838,4.7
5839,18.3
5840,29.6
5841,14.0
5842,5.1
5843,12.2
5844,12.9
5845,10.2
5846,15.6
5847,9.4
5848,6.0
5849,7.1
5850,8.6
5851,24.4
5852,7.3
5853,22.4
5854,41.2
5855,32.5
5856,29.6
5857,23.7
5858,41.2
5859,14.9
5860,22.7
5861,7.6
5862,11.6
5863,23.6
5864,10.7
5865,20.6
5866,9.8
5867,33.8
5868,11.5
5869,36.0
5870,20.0
5871,9.6
5872,34.5
5873,12.3
5874,14.4
5875,8.6
5876,8.3
5877,28.0
5878,8.6
5879,8.7
5880,13.6
5881,26.8
5882,28.6
5883,8.5
5884,15.2
5885,16.8
5886,7.1
5887,14.7
5888,21.7
5889,4.5
5890,6.1
5891,9.2
5892,9.2
5893,13.2
5894,14.5
5895,9.6
5896,35.9
5897,20.2
5898,10.8
5899,10.2
5900,11.9
5901,40.0
5902,13.2
5903,6.9
5904,17.7
5905,34.9
5906,7.5
5907,8.0
5908,27.0
5909,13.6
5910,11.1
5911,27.6
5912,19.2
5913,17.2
5914,26.9
5915,30.5
5916,27.0
5917,12.9
5918,14.9
5919,16.5
5920,34.2
5921,34.0
5922,23.8
5923,9.7
5924,34.0
5925,18.0
5926,10.6
5927,26.8
5928,18.1
5929,9.5
5930,16.5
5931,7.7
5932,22.3
5933,29.0
5934,14.4
5935,8.6
5936,10.8
5937,22.3
5938,16.9
5939,30.8
5940,8.4
5941,26.9
5942,22.7
5943,17.9
5944,16.7
5945,28.0
5946,18.9
5947,9.2
5948,14.7
5949,9.2
5950,4.5
5951,19.0
5952,16.6
5953,6.4
5954,16.1
5955,19.4
5956,33.0
5957,10.8
5958,26.5
5959,22.0
5960,26.9
5961,27.0
5962,23.7
5963,17.6
5964,4.1
5965,16.5
5966,4.0
5967,7.9
5968,26.3
5969,12.1
5970,7.3
5971,9.4
5972,9.4
5973,8.7
5974,17.7
5975,7.3
5976,8.0
5977,8.7
5978,8.7
5979,26.8
5980,11.4
5981,42.3
5982,7.4
5983,27.8
5984,18.9
5985,10.9
5986,4.1
5987,12.7
5988,24.0
5989,19.6
5990,8.6
5991,7.3
5992,6.5
5993,17.9
5994,10.2
5995,9.7
5996,16.2
5997,10.2
5998,16.8
5999,21.1
6000,26.7
6001,16.7
6002,11.1
6003,7.1
6004,7.2
6005,7.5
6006,13.7
6007,7.5
6008,6.8
6009,11.6
6010,26.7
6011,10.7
6012,21.9
6013,31.0
6014,9.0
6015,10.7
6016,11.8
6017,16.8
6018,18.5
6019,7.8
6020,4.9
6021,12.6
6022,15.6
6023,27.5
6024,9.3
6025,9.7
6026,23.6
6027,11.1
6028,9.7
6029,11.0
6030,21.2
6031,7.7
6032,10.7
6033,23.9
6034,16.6
6035,10.2
6036,9.9
6037,31.1
6038,10.4
6039,7.5
6040,28.5
6041,10.7
6042,26.6
6043,10.8
6044,13.0
6045,17.2
6046,9.9
6047,7.7
6048,20.8
6049,30.8
6050,10.2
6051,10.4
6052,31.4
6053,12.2
6054,15.4
6055,6.6
6056,18.0
6057,21.9
6058,25.5
6059,29.6
6060,13.8
6061,6.3
6062,15.7
6063,11.2
6064,16.9
6065,26.3
6066,14.0
6067,7.7
6068,8.4
6069,11.3
6070,7.7
6071,15.8
6072,7.7
6073,9.7
6074,26.7
6075,7.5
6076,17.2
6077,13.5
6078,4.3
6079,7.6
6080,26.6
6081,10.2
6082,24.9
6083,10.3
6084,30.2
6085,4.7
6086,17.3
6087,19.1
6088,12.0
6089,10.2
6090,31.1
6091,6.6
6092,27.0
6093,7.1
6094,10.7
6095,8.4
6096,15.7
6097,19.6
6098,6.4
6099,6.3
6100,16.6
6101,24.5
6102,9.8
6103,6.0
6104,9.9
6105,7.0
6106,7.0
6107,9.4
6108,6.1
6109,15.9
6110,20.1
6111,29.1
6112,9.8
6113,9.9
6114,11.1
6115,7.7
6116,15.8
6117,7.5
6118,24.6
6119,26.8
6120,10.7
6121,32.0
6122,23.6
6123,11.4
6124,23.8
6125,18.4
6126,8.1
6127,26.7
6128,7.4
6129,17.2
6130,8.4
6131,26.9
6132,40.1
6133,10.7
6134,26.2
6135,15.2
6136,9.4
6137,28.9
6138,9.5
6139,7.6
6140,10.6
6141,10.6
6142,6.7
6143,20.6
6144,17.8
6145,10.9
6146,21.8
6147,19.0
6148,7.0
6149,13.9
6150,24.9
6151,28.3
6152,45.6
6153,16.9
6154,20.2
6155,12.4
6156,26.5
6157,7.8
6158,7.2
6159,7.8
6160,12.9
6161,6.4
6162,20.3
6163,7.5
6164,35.4
6165,11.1
6166,6.5
6167,21.7
6168,7.5
6169,19.0
6170,8.1
6171,27.5
6172,16.9
6173,10.2
6174,27.1
6175,6.1
6176,33.2
6177,19.6
6178,23.9
6179,10.8
6180,6.9
6181,16.5
6182,27.2
6183,30.9
6184,4.0
6185,10.5
6186,7.6
6187,6.4
6188,16.9
6189,25.4
6190,34.0
6191,16.7
6192,24.9
6193,19.2
6194,6.3
6195,10.3
6196,10.7
6197,26.4
6198,24.8
6199,16.5
6200,10.3
6201,14.0
6202,19.1
6203,15.5
6204,27.2
6205,4.6
6206,21.0
6207,9.0
6208,10.7
6209,11.5
6210,16.5
6211,22.5
6212,13.4
6213,25.4
6214,42.9
6215,33.3
6216,16.2
6217,11.5
6218,17.8
6219,27.5
6220,7.7
6221,20.7
6222,26.4
6223,11.0
6224,34.7
6225,8.1
6226,9.7
6227,7.5
6228,26.7
6229,23.7
6230,16.6
6231,12.7
6232,33.2
6233,7.1
6234,19.2
6235,20.6
6236,14.9
6237,10.2
6238,34.2
6239,37.4
6240,35.8
6241,20.8
6242,18.2
6243,9.7
6244,10.6
6245,10.6
6246,11.5
6247,30.7
6248,6.7
6249,16.7
6250,20.2
6251,25.4
6252,4.2
6253,16.5
6254,9.2
6255,16.7
6256,10.7
6257,4.6
6258,9.4
6259,29.6
6260,7.0
6261,20.5
6262,27.2
6263,4.0
6264,27.0
6265,4.3
6266,27.2
6267,16.5
6268,9.2
6269,20.9
6270,16.5
6271,10.3
6272,10.1
6273,30.5
6274,7.8
6275,15.6
6276,9.5
6277,18.5
6278,12.6
6279,4.8
6280,27.4
6281,16.1
6282,10.2
6283,25.3
6284,8.9
6285,28.8
6286,10.2
6287,27.8
6288,14.9
6289,15.0
6290,25.7
6291,11.7
6292,26.8
6293,28.4
6294,17.8
6295,8.4
6296,8.4
6297,7.4
6298,22.6
6299,31.0
6300,24.8
6301,25.2
6302,32.7
6303,26.7
6304,18.3
6305,27.5
6306,4.9
6307,18.0
6308,19.0
6309,21.0
6310,14.2
6311,29.0
6312,19.2
6313,9.8
6314,9.2
6315,7.4
6316,26.7
6317,27.6
6318,16.5
6319,16.2
6320,21.1
6321,27.6
6322,15.2
6323,29.7
6324,20.6
6325,9.0
6326,8.2
6327,6.0
6328,28.4
6329,20.9
6330,17.8
6331,14.6
6332,8.4
6333,7.1
6334,6.9
6335,26.9
6336,36.7
6337,10.1
6338,11.2
6339,21.9
6340,7.5
6341,4.1
6342,33.3
6343,7.5
6344,10.6
6345,23.8
6346,25.0
6347,32.0
6348,15.2
6349,31.1
6350,16.0
6351,6.0
6352,34.6
6353,20.7
6354,28.4
6355,20.8
6356,15.7
6357,7.8
6358,7.8
6359,6.4
6360,26.7
6361,9.3
6362,19.6
6363,14.6
6364,10.7
6365,9.0
6366,11.9
6367,15.3
6368,31.4
6369,17.1
6370,27.8
6371,27.0
6372,23.3
6373,15.2
6374,12.2
6375,8.2
6376,26.6
6377,15.6
6378,44.6
6379,17.0
6380,33.8
6381,10.5
6382,6.4
6383,24.2
6384,15.3
6385,5.9
6386,15.1
6387,9.7
6388,22.3
6389,6.4
6390,14.6
6391,9.9
6392,26.8
6393,17.8
6394,12.1
6395,11.9
6396,6.9
6397,11.0
6398,21.5
6399,3.8
6400,27.1
6401,17.2
6402,11.6
6403,7.3
6404,4.4
6405,12.1
6406,4.4
6407,11.8
6408,10.7
6409,18.9
6410,9.0
6411,8.7
6412,10.5
6413,32.9
6414,6.4
6415,19.8
6416,11.9
6417,10.4
6418,8.9
6419,9.3
6420,15.9
6421,8.0
6422,19.0
6423,28.5
6424,9.3
6425,14.4
6426,4.4
6427,12.2
6428,18.0
6429,40.6
6430,27.2
6431,19.0
6432,31.6
6433,9.0
6434,16.8
6435,10.5
6436,10.1
6437,9.0
6438,29.1
6439,9.5
6440,9.5
6441,13.8
6442,11.2
6443,26.4
6444,27.2
6445,7.1
6446,7.5
6447,18.0
6448,15.0
6449,11.3
6450,9.0
6451,8.7
6452,19.3
6453,14.5
6454,9.5
6455,25.9
6456,12.2
6457,9.6
6458,10.2
6459,31.5
6460,22.0
6461,17.6
6462,7.1
6463,22.0
6464,10.5
6465,29.7
6466,12.6
6467,7.6
6468,35.8
6469,17.4
6470,13.8
6471,11.9
6472,33.1
6473,9.7
6474,26.9
6475,6.8
6476,17.1
6477,17.9
6478,31.6
6479,30.1
6480,10.6
6481,20.6
6482,9.9
6483,5.2
6484,17.3
6485,7.4
6486,7.4
6487,4.9
6488,13.6
6489,12.2
6490,7.6
6491,13.6
6492,26.7
6493,8.2
6494,11.2
6495,8.1
6496,11.0
6497,33.1
6498,24.3
6499,17.3
6500,10.0
6501,11.4
6502,17.0
6503,22.9
6504,29.6
6505,14.7
6506,9.5
6507,7.6
6508,5.6
6509,15.1
6510,16.9
6511,27.2
6512,16.3
6513,9.0
6514,7.6
6515,13.8
6516,16.8
6517,4.6
6518,27.1
6519,17.9
6520,22.6
6521,23.5
6522,31.9
6523,27.2
6524,17.9
6525,26.8
6526,17.7
6527,11.9
6528,10.7
6529,7.0
6530,7.5
6531,27.2
6532,17.3
6533,24.6
6534,34.1
6535,31.5
6536,10.1
6537,16.5
6538,10.7
6539,19.0
6540,8.8
6541,9.2
6542,6.8
6543,10.0
6544,9.2
6545,18.0
6546,6.5
6547,31.5
6548,23.1
6549,12.2
6550,7.1
6551,7.7
6552,35.1
6553,11.2
6554,21.6
6555,10.8
6556,6.6
6557,4.1
6558,9.2
6559,7.1
6560,16.5
6561,15.2
6562,6.5
6563,18.1
6564,21.1
6565,7.4
6566,8.2
6567,22.1
6568,35.2
6569,10.6
6570,26.1
6571,17.0
6572,12.0
6573,7.4
6574,14.0
6575,22.7
6576,8.1
6577,12.4
6578,17.6
6579,6.4
6580,30.0
6581,26.2
6582,51.2
6583,9.2
6584,5.9
6585,12.3
6586,32.1
6587,6.5
6588,13.9
6589,24.6
6590,21.2
6591,43.6
6592,30.2
6593,11.1
6594,13.3
6595,16.1
6596,9.9
6597,29.7
6598,11.1
6599,10.3
6600,13.3
6601,39.1
6602,13.8
6603,25.8
6604,9.7
6605,11.7
6606,18.7
6607,4.9
6608,27.3
6609,11.3
6610,26.9
6611,14.6
6612,19.6
6613,18.7
6614,9.6
6615,28.2
6616,19.5
6617,28.6
6618,25.8
6619,20.3
6620,34.9
6621,10.1
6622,9.0
6623,9.7
6624,8.8
6625,26.1
6626,10.6
6627,22.1
6628,8.0
6629,17.6
6630,28.6
6631,12.4
6632,31.3
6633,9.8
6634,15.5
6635,15.4
6636,12.2
6637,4.4
6638,12.0
6639,17.6
6640,13.9
6641,26.2
6642,16.6
6643,6.2
6644,16.7
6645,29.2
6646,30.4
6647,17.1
6648,8.2
6649,31.3
6650,16.7
6651,12.3
6652,7.7
6653,10.8
6654,11.7
6655,7.6
6656,26.8
6657,15.5
6658,17.2
6659,11.8
6660,12.1
6661,7.5
6662,23.2
6663,7.8
6664,10.3
6665,11.4
6666,7.8
6667,9.8
6668,27.8
6669,6.2
6670,10.6
6671,31.2
6672,15.8
6673,17.5
6674,15.9
6675,4.1
6676,25.2
6677,15.9
6678,8.3
6679,9.9
6680,13.4
6681,26.9
6682,4.2
6683,9.2
6684,26.4
6685,15.7
6686,33.4
6687,16.7
6688,31.2
6689,17.8
6690,25.7
6691,17.1
6692,34.2
6693,26.9
6694,23.3
6695,15.2
6696,30.5
6697,6.1
6698,23.2
6699,9.9
6700,24.9
6701,8.3
6702,21.8
6703,17.5
6704,32.7
6705,8.3
6706,35.0
6707,10.5
6708,10.9
6709,6.9
6710,21.1
6711,7.5
6712,22.2
6713,10.7
6714,17.8
6715,10.4
6716,26.7
6717,4.0
6718,12.9
6719,21.3
6720,9.7
6721,32.1
6722,18.1
6723,36.0
6724,10.6
6725,26.7
6726,7.2
6727,4.4
6728,7.6
6729,15.9
6730,12.1
6731,7.6
6732,7.1
6733,20.7
6734,26.0
6735,17.4
6736,7.1
6737,20.2
6738,34.3
6739,25.8
6740,7.0
6741,17.2
6742,15.4
6743,10.5
6744,18.3
6745,9.2
6746,15.8
6747,12.4
6748,7.9
6749,27.3
6750,7.0
6751,34.3
6752,15.4
6753,7.9
6754,20.6
6755,26.7
6756,17.4
6757,10.7
6758,6.9
6759,26.8
6760,4.0
6761,9.2
6762,7.6
6763,15.4
6764,26.9
6765,7.6
6766,11.6
6767,13.5
6768,21.0
6769,35.8
6770,16.4
6771,9.8
6772,12.6
6773,7.5
6774,27.9
6775,9.4
6776,26.9
6777,8.3
6778,13.7
6779,18.9
6780,8.1
6781,8.7
6782,14.7
6783,8.4
6784,9.6
6785,25.4
6786,10.5
6787,5.2
6788,11.2
6789,15.4
6790,13.0
6791,7.0
6792,8.6
6793,18.0
6794,9.3
6795,27.0
6796,13.9
6797,26.9
6798,7.9
6799,8.4
6800,13.9
6801,16.5
6802,8.4
6803,3.9
6804,17.1
6805,13.6
6806,16.0
6807,17.6
6808,8.7
6809,5.4
6810,15.5
6811,20.3
6812,16.5
6813,10.5
6814,9.9
6815,17.8
6816,15.3
6817,6.7
6818,23.2
6819,34.7
6820,9.9
6821,23.3
6822,8.6
6823,26.0
6824,30.5
6825,17.4
6826,26.7
6827,12.7
6828,7.8
6829,11.0
6830,8.1
6831,26.7
6832,10.9
6833,23.4
6834,13.2
6835,39.5
6836,28.8
6837,53.3
6838,33.5
6839,16.6
6840,23.6
6841,18.7
6842,32.2
6843,10.7
6844,14.7
6845,5.2
6846,12.8
6847,8.1
6848,27.4
6849,21.0
6850,17.9
6851,18.6
6852,9.7
6853,23.9
6854,18.0
6855,13.4
6856,9.9
6857,31.9
6858,45.7
6859,10.7
6860,17.3
6861,15.1
6862,12.8
6863,8.0
6864,16.2
6865,22.8
6866,13.6
6867,10.7
6868,18.2
6869,11.0
6870,33.5
